REPORT_DATE,OCC_DATE,DIVISION,LOCATION_TYPE,MCI_CATEGORY,HOOD_158,DATE_DIFF
2014-02-23,2014-02-23,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Assault,050,0
2014-02-23,2014-02-23,D51,Bar / Restaurant,Assault,168,0
2014-02-23,2014-02-23,D42,"Streets, Roads, Highways (Bicycle Path, Private Road)",Auto Theft,146,0
2014-02-23,2014-02-23,D51,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Robbery,073,0
2014-02-23,2014-02-23,D41,"Apartment (Rooming House, Condo)",Assault,121,0
2014-02-23,2014-02-23,D43,Convenience Stores,Robbery,133,0
2014-02-23,2014-02-23,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Assault,078,0
2014-02-23,2014-02-23,D43,"Apartment (Rooming House, Condo)",Assault,139,0
2014-02-23,2014-02-23,D13,Bar / Restaurant,Assault,092,0
2014-02-23,2014-02-23,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Assault,078,0
2014-02-23,2014-02-23,D43,"Parking Lots (Apt., Commercial Or Non-Commercial)",Assault,141,0
2014-02-23,2014-02-23,D54,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Assault,043,0
2014-02-23,2014-02-03,D42,"Streets, Roads, Highways (Bicycle Path, Private Road)",Robbery,130,20
2014-02-23,2014-02-23,D54,"Apartment (Rooming House, Condo)",Assault,044,0
2014-02-23,2014-02-23,D14,"Apartment (Rooming House, Condo)",Assault,163,0
2014-02-23,2014-02-23,D12,"Parking Lots (Apt., Commercial Or Non-Commercial)",Robbery,113,0
2014-02-23,2014-02-22,D54,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,043,1
2014-02-23,2014-02-22,D51,"Apartment (Rooming House, Condo)",Assault,167,1
2014-02-23,2014-02-23,D12,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,113,0
2014-02-23,2014-02-23,D43,"Apartment (Rooming House, Condo)",Assault,135,0
2014-02-23,2014-02-23,D54,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,066,0
2014-02-23,2014-02-23,D54,"Apartment (Rooming House, Condo)",Assault,061,0
2014-02-23,2014-01-18,D32,Bar / Restaurant,Assault,027,36
2014-02-23,2014-02-23,D14,"Apartment (Rooming House, Condo)",Assault,162,0
2014-02-23,2014-02-22,D22,"Apartment (Rooming House, Condo)",Break and Enter,161,1
2014-02-23,2014-02-23,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,084,0
2014-02-23,2014-02-23,D55,Bar / Restaurant,Assault,064,0
2014-02-23,2014-01-01,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,047,53
2014-02-23,2014-02-23,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Robbery,002,0
2014-02-23,2014-02-23,D14,Homeless Shelter / Mission,Assault,164,0
2014-02-24,2014-02-23,D31,"Apartment (Rooming House, Condo)",Break and Enter,027,1
2014-02-24,2014-02-24,NSA,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,NSA,0
2014-02-24,2014-02-23,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",Auto Theft,103,1
2014-02-24,2014-02-24,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Assault,130,0
2014-02-24,2014-02-21,D32,"Bank And Other Financial Institutions (Money Mart, Tsx)",Break and Enter,152,3
2014-02-24,2014-02-24,NSA,"Bank And Other Financial Institutions (Money Mart, Tsx)",Robbery,NSA,0
2014-02-24,2014-02-23,D41,"Parking Lots (Apt., Commercial Or Non-Commercial)",Auto Theft,121,1
2014-02-24,2014-02-21,D14,"Apartment (Rooming House, Condo)",Break and Enter,078,3
2014-02-24,2014-02-21,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Break and Enter,169,3
2014-02-24,2014-02-24,D14,Bar / Restaurant,Break and Enter,078,0
2014-02-24,2014-02-21,D33,Schools During Supervised Activity,Assault,052,3
2014-02-24,2014-02-18,D31,Schools During Supervised Activity,Assault,027,6
2014-02-24,2014-02-24,D54,Ttc Subway Station,Robbery,066,0
2014-02-24,2014-02-24,D41,"Parking Lots (Apt., Commercial Or Non-Commercial)",Auto Theft,119,0
2014-02-24,2014-02-24,D54,Ttc Subway Station,Robbery,066,0
2014-02-24,2014-02-18,D54,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,061,6
2014-02-24,2014-01-30,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,133,25
2014-02-24,2014-02-24,D41,"Open Areas (Lakes, Parks, Rivers)",Robbery,120,0
2014-02-24,2014-02-23,D52,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Assault,078,1
2014-02-24,2014-02-24,D14,Bar / Restaurant,Assault,164,0
2014-02-24,2014-02-24,D41,"Open Areas (Lakes, Parks, Rivers)",Robbery,120,0
2014-02-24,2014-02-24,D14,Bar / Restaurant,Assault,164,0
2014-02-24,2014-02-24,D41,"Open Areas (Lakes, Parks, Rivers)",Robbery,120,0
2014-02-24,2014-02-23,D33,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Assault,052,1
2014-02-24,2014-02-24,D41,"Open Areas (Lakes, Parks, Rivers)",Robbery,120,0
2014-02-24,2014-02-24,D41,"Open Areas (Lakes, Parks, Rivers)",Robbery,120,0
2014-02-24,2014-02-24,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,048,0
2014-02-24,2014-02-24,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Assault,154,0
2014-02-24,2014-02-24,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Assault,154,0
2014-02-24,2014-02-23,D31,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,154,1
2014-02-24,2014-02-24,D23,"Apartment (Rooming House, Condo)",Assault,004,0
2014-02-24,2014-02-24,D55,"Apartment (Rooming House, Condo)",Break and Enter,069,0
2014-02-24,2014-02-24,NSA,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,NSA,0
2014-02-24,2014-02-23,NSA,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Theft Over,NSA,1
2014-02-24,2014-02-24,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,122,0
2014-02-24,2014-02-21,D14,Convenience Stores,Assault,080,3
2014-02-24,2014-02-24,D14,"Apartment (Rooming House, Condo)",Assault,080,0
2014-02-24,2014-02-22,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Robbery,070,2
2014-02-24,2014-02-24,D43,Schools During Supervised Activity,Assault,136,0
2014-02-24,2014-02-24,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,119,0
2014-02-24,2014-02-24,D41,"Apartment (Rooming House, Condo)",Assault,124,0
2014-02-24,2014-02-24,D41,"Apartment (Rooming House, Condo)",Assault,124,0
2014-02-24,2014-02-24,D41,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Assault,156,0
2014-02-24,2014-02-24,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,135,0
2014-02-24,2014-02-21,D12,"Apartment (Rooming House, Condo)",Assault,115,3
2014-02-24,2014-02-24,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,036,0
2014-02-24,2014-02-24,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Assault,018,0
2014-02-24,2014-02-24,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,073,0
2014-02-24,2014-02-24,D43,"Group Homes (Non-Profit, Halfway House, Social Agency)",Assault,141,0
2014-02-24,2014-02-24,D33,"Apartment (Rooming House, Condo)",Assault,048,0
2014-02-24,2014-02-24,D42,"Private Property Structure (Pool, Shed, Detached Garage)",Assault,146,0
2014-02-24,2014-02-24,D11,Bar / Restaurant,Break and Enter,086,0
2014-02-24,2014-02-21,D31,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Theft Over,025,3
2014-02-24,2014-02-23,D51,"Religious Facilities (Synagogue, Church, Convent, Mosque)",Break and Enter,167,1
2014-02-24,2014-01-31,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,064,24
2014-02-24,2014-02-24,D33,"Apartment (Rooming House, Condo)",Break and Enter,046,0
2014-02-24,2014-02-24,D31,"Apartment (Rooming House, Condo)",Assault,027,0
2014-02-24,2014-02-24,D14,"Apartment (Rooming House, Condo)",Assault,162,0
2014-02-24,2014-02-16,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,040,8
2014-02-24,2014-02-23,D23,"Streets, Roads, Highways (Bicycle Path, Private Road)",Robbery,008,1
2014-02-24,2014-02-24,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,168,0
2014-02-24,2014-02-22,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Theft Over,078,2
2014-02-24,2014-02-20,D32,"Religious Facilities (Synagogue, Church, Convent, Mosque)",Break and Enter,033,4
2014-02-24,2014-02-24,D32,"Apartment (Rooming House, Condo)",Assault,035,0
2014-02-24,2014-02-24,D32,"Apartment (Rooming House, Condo)",Assault,035,0
2014-02-24,2014-02-24,D31,"Apartment (Rooming House, Condo)",Assault,154,0
2014-02-24,2014-02-24,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,040,0
2014-02-24,2014-02-24,D55,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Assault,068,0
2014-02-24,2014-02-23,NSA,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Auto Theft,NSA,1
2014-02-24,2014-02-23,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,084,1
2014-02-24,2014-02-24,D54,"Apartment (Rooming House, Condo)",Assault,061,0
2014-02-24,2014-02-24,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,168,0
2014-02-24,2014-02-24,D14,"Apartment (Rooming House, Condo)",Assault,084,0
2014-02-24,2014-02-24,D12,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Auto Theft,091,0
2014-02-24,2014-02-22,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Auto Theft,007,2
2014-02-24,2014-02-22,D43,"Parking Lots (Apt., Commercial Or Non-Commercial)",Auto Theft,133,2
2014-02-24,2014-02-23,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Auto Theft,007,1
2014-02-24,2014-02-24,D55,"Apartment (Rooming House, Condo)",Break and Enter,065,0
2014-02-24,2014-02-24,D42,"Apartment (Rooming House, Condo)",Break and Enter,116,0
2014-02-24,2014-02-24,D22,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Robbery,160,0
2014-02-24,2014-02-24,D53,Ttc Subway Station,Assault,100,0
2014-02-24,2014-02-20,D33,Schools During Supervised Activity,Assault,047,4
2014-02-24,2014-02-23,D52,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Assault,078,1
2014-02-24,2013-09-11,D41,"Apartment (Rooming House, Condo)",Assault,120,166
2014-02-24,2014-02-24,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Auto Theft,065,0
2014-02-24,2014-02-24,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Break and Enter,033,0
2014-02-24,2014-02-23,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Auto Theft,073,1
2014-02-24,2014-02-24,D13,"Apartment (Rooming House, Condo)",Break and Enter,108,0
2014-02-24,2014-02-23,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,122,1
2014-02-24,2014-02-24,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Assault,154,0
2014-02-25,2014-02-25,D33,"Parking Lots (Apt., Commercial Or Non-Commercial)",Assault,150,0
2014-02-25,2014-02-25,D55,"Apartment (Rooming House, Condo)",Assault,070,0
2014-02-25,2014-02-25,D55,"Apartment (Rooming House, Condo)",Assault,070,0
2014-02-25,2014-02-25,D55,"Apartment (Rooming House, Condo)",Assault,070,0
2014-02-25,2014-02-07,NSA,"Streets, Roads, Highways (Bicycle Path, Private Road)",Robbery,NSA,18
2014-02-25,2014-02-24,NSA,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Assault,NSA,1
2014-02-25,2014-02-25,D23,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Break and Enter,001,0
2014-02-25,2014-02-24,D32,"Apartment (Rooming House, Condo)",Assault,035,1
2014-02-25,2014-02-25,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Assault,105,0
2014-02-25,2014-02-25,D22,Schools During Supervised Activity,Assault,159,0
2014-02-25,2014-02-25,D31,Schools During Un-Supervised Activity,Robbery,022,0
2014-02-25,2014-02-25,D31,Schools During Un-Supervised Activity,Robbery,022,0
2014-02-25,2013-11-21,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Robbery,081,96
2014-02-25,2014-02-25,D52,Ttc Subway Station,Assault,170,0
2014-02-25,2014-02-25,D43,Schools During Supervised Activity,Assault,136,0
2014-02-25,2014-02-25,D52,"Police / Courts (Parole Board, Probation Office)",Assault,170,0
2014-02-25,2014-02-25,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,145,0
2014-02-25,2014-02-25,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,145,0
2014-02-25,2014-02-19,D14,Schools During Un-Supervised Activity,Assault,080,6
2014-02-25,2014-02-19,D14,Schools During Un-Supervised Activity,Assault,080,6
2014-02-25,2014-02-25,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,145,0
2014-02-25,2014-02-25,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,092,0
2014-02-25,2014-02-24,D55,"Apartment (Rooming House, Condo)",Break and Enter,063,1
2014-02-25,2014-02-25,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,145,0
2014-02-25,2014-02-25,D22,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Assault,159,0
2014-02-25,2014-02-25,D23,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Theft Over,001,0
2014-02-25,2014-02-19,D14,Schools During Un-Supervised Activity,Assault,080,6
2014-02-25,2014-02-25,D41,Unknown,Robbery,121,0
2014-02-25,2014-02-25,D33,"Apartment (Rooming House, Condo)",Break and Enter,053,0
2014-02-25,2014-02-25,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,143,0
2014-02-25,2014-02-25,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,130,0
2014-02-25,2014-02-15,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",Theft Over,100,10
2014-02-25,2013-11-21,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Robbery,081,96
2014-02-25,2014-02-25,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Robbery,071,0
2014-02-25,2014-02-25,D54,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Robbery,060,0
2014-02-25,2014-02-25,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,149,0
2014-02-25,2014-02-25,D51,"Apartment (Rooming House, Condo)",Assault,074,0
2014-02-25,2014-02-25,D12,"Streets, Roads, Highways (Bicycle Path, Private Road)",Auto Theft,110,0
2014-02-25,2014-02-25,D55,"Apartment (Rooming House, Condo)",Assault,070,0
2014-02-25,2014-01-21,D41,Schools During Supervised Activity,Assault,119,35
2014-02-25,2014-02-19,D14,Schools During Un-Supervised Activity,Assault,080,6
2014-02-25,2014-02-25,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,170,0
2014-02-25,2014-02-25,D41,Ttc Bus,Assault,157,0
2014-02-25,2014-02-19,D14,Schools During Un-Supervised Activity,Assault,080,6
2014-02-25,2014-02-25,D23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Auto Theft,001,0
2014-02-25,2014-02-25,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,135,0
2014-02-25,2014-02-25,D53,"Apartment (Rooming House, Condo)",Break and Enter,173,0
2014-02-25,2012-08-22,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,016,552
2014-02-25,2014-02-25,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Auto Theft,154,0
2014-02-25,2014-02-16,D53,"Apartment (Rooming House, Condo)",Assault,174,9
2014-02-25,2014-02-25,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Theft Over,119,0
2014-02-25,2014-02-25,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,160,0
2014-02-25,2014-02-25,D23,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,007,0
2014-02-25,2014-02-25,D14,"Apartment (Rooming House, Condo)",Break and Enter,078,0
2014-02-25,2014-02-07,D42,Bar / Restaurant,Assault,130,18
2014-02-25,2014-02-07,D42,Bar / Restaurant,Assault,130,18
2014-02-25,2014-02-25,D53,"Apartment (Rooming House, Condo)",Break and Enter,173,0
2014-02-25,2014-02-25,D11,"Apartment (Rooming House, Condo)",Assault,090,0
2014-02-25,2014-02-07,D42,Bar / Restaurant,Assault,130,18
2014-02-25,2014-02-25,D54,Bar / Restaurant,Assault,065,0
2014-02-25,2014-02-25,D51,"Apartment (Rooming House, Condo)",Assault,073,0
2014-02-25,2014-02-25,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,079,0
2014-02-25,2014-02-25,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Assault,022,0
2014-02-25,2014-02-25,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Assault,022,0
2014-02-25,2014-01-17,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Auto Theft,126,39
2014-02-25,2014-02-24,D43,"Apartment (Rooming House, Condo)",Assault,138,1
2014-02-25,2014-02-24,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Assault,164,1
2014-02-25,2014-02-25,D31,"Apartment (Rooming House, Condo)",Auto Theft,024,0
2014-02-25,2014-02-24,D22,"Streets, Roads, Highways (Bicycle Path, Private Road)",Auto Theft,020,1
2014-02-25,2013-06-01,D22,"Apartment (Rooming House, Condo)",Assault,160,269
2014-02-25,2014-02-16,D31,"Apartment (Rooming House, Condo)",Assault,155,9
2014-02-25,2014-02-25,D55,"Apartment (Rooming House, Condo)",Assault,070,0
2014-02-25,2014-02-25,D55,"Apartment (Rooming House, Condo)",Assault,070,0
2014-02-25,2014-02-24,D13,"Parking Lots (Apt., Commercial Or Non-Commercial)",Auto Theft,108,1
2014-02-25,2014-02-25,D22,"Apartment (Rooming House, Condo)",Assault,019,0
2014-02-25,2014-02-25,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,146,0
2014-02-25,2014-02-25,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Auto Theft,001,0
2014-02-25,2014-02-25,D23,"Single Home, House (Attach Garage, Cottage, Mobile)",Auto Theft,001,0
2014-02-25,2014-02-25,D54,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Robbery,060,0
2014-02-25,2014-02-25,D12,"Parking Lots (Apt., Commercial Or Non-Commercial)",Robbery,029,0
2014-02-25,2014-02-23,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Auto Theft,021,2
2014-02-25,2014-02-24,D52,"Group Homes (Non-Profit, Halfway House, Social Agency)",Assault,078,1
2014-02-25,2014-02-25,D33,"Parking Lots (Apt., Commercial Or Non-Commercial)",Assault,150,0
2014-02-25,2014-02-25,D51,Ttc Subway Station,Assault,167,0
2014-02-26,2014-02-12,D31,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,025,14
2014-02-26,2014-02-25,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,070,1
2014-02-26,2014-02-26,D54,"Apartment (Rooming House, Condo)",Break and Enter,044,0
2014-02-26,2014-02-26,D43,"Bank And Other Financial Institutions (Money Mart, Tsx)",Assault,156,0
2014-02-26,2014-02-26,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Assault,159,0
2014-02-26,2014-02-26,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,146,0
2014-02-26,2014-01-29,D41,"Apartment (Rooming House, Condo)",Break and Enter,121,28
2014-02-26,2014-02-26,D42,"Bank And Other Financial Institutions (Money Mart, Tsx)",Robbery,143,0
2014-02-26,2014-02-25,D54,"Apartment (Rooming House, Condo)",Assault,054,1
2014-02-26,2014-02-25,D54,"Apartment (Rooming House, Condo)",Assault,054,1
2014-02-26,2014-01-08,D32,"Apartment (Rooming House, Condo)",Theft Over,153,49
2014-02-26,2014-01-12,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,086,45
2014-02-26,2014-02-26,D11,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Assault,114,0
2014-02-26,2014-02-26,D51,Ttc Subway Train,Assault,167,0
2014-02-26,2014-02-26,D32,Schools During Supervised Activity,Assault,032,0
2014-02-26,2013-12-10,D43,"Apartment (Rooming House, Condo)",Assault,141,78
2014-02-26,2014-02-26,D52,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Assault,166,0
2014-02-26,2014-02-26,D31,Universities / Colleges,Robbery,027,0
2014-02-26,2014-02-26,NSA,"Apartment (Rooming House, Condo)",Break and Enter,NSA,0
2014-02-26,2014-02-26,D43,Schools During Supervised Activity,Assault,123,0
2014-02-26,2014-02-25,D12,"Single Home, House (Attach Garage, Cottage, Mobile)",Auto Theft,030,1
2014-02-26,2014-02-26,D43,"Apartment (Rooming House, Condo)",Assault,142,0
2014-02-26,2014-02-25,D55,"Apartment (Rooming House, Condo)",Assault,070,1
2014-02-26,2014-02-26,D54,"Apartment (Rooming House, Condo)",Assault,054,0
2014-02-26,2014-02-25,D52,"Apartment (Rooming House, Condo)",Assault,166,1
2014-02-26,2014-02-26,D23,"Apartment (Rooming House, Condo)",Assault,003,0
2014-02-26,2014-02-22,D32,"Apartment (Rooming House, Condo)",Assault,034,4
2014-02-26,2014-02-26,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,070,0
2014-02-26,2013-08-30,D33,Unknown,Assault,150,180
2014-02-26,2014-02-26,D22,"Apartment (Rooming House, Condo)",Assault,160,0
2014-02-26,2014-02-25,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,101,1
2014-02-26,2014-02-26,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Assault,170,0
2014-02-26,2013-08-28,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,129,182
2014-02-26,2014-02-26,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,141,0
2014-02-26,2014-02-26,D55,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Assault,061,0
2014-02-26,2012-07-28,D14,"Police / Courts (Parole Board, Probation Office)",Assault,085,578
2014-02-26,2014-02-23,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Robbery,025,3
2014-02-26,2014-02-26,D23,"Streets, Roads, Highways (Bicycle Path, Private Road)",Robbery,003,0
2014-02-26,2014-02-26,D54,"Apartment (Rooming House, Condo)",Assault,057,0
2014-02-26,2014-02-25,D41,Schools During Supervised Activity,Assault,120,1
2014-02-26,2014-02-26,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Assault,166,0
2014-02-26,2014-02-26,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,040,0
2014-02-26,2014-02-26,D54,"Apartment (Rooming House, Condo)",Assault,054,0
2014-02-26,2014-02-26,D11,Bar / Restaurant,Assault,171,0
2014-02-26,2014-02-26,D43,"Apartment (Rooming House, Condo)",Assault,135,0
2014-02-26,2014-02-26,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,119,0
2014-02-26,2014-02-26,D43,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,143,0
2014-02-26,2014-02-26,D12,"Streets, Roads, Highways (Bicycle Path, Private Road)",Robbery,111,0
2014-02-26,2014-02-26,D12,"Streets, Roads, Highways (Bicycle Path, Private Road)",Robbery,111,0
2014-02-26,2014-02-26,NSA,"Bank And Other Financial Institutions (Money Mart, Tsx)",Robbery,NSA,0
2014-02-26,2014-02-25,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,NSA,1
2014-02-26,2014-02-25,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Auto Theft,001,1
2014-02-26,2014-02-26,D43,"Apartment (Rooming House, Condo)",Assault,136,0
2014-02-26,2014-02-18,D23,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Auto Theft,001,8
2014-02-26,2014-02-26,D43,"Apartment (Rooming House, Condo)",Assault,135,0
2014-02-26,2014-02-25,D54,"Single Home, House (Attach Garage, Cottage, Mobile)",Auto Theft,054,1
2014-02-26,2014-02-25,D13,"Parking Lots (Apt., Commercial Or Non-Commercial)",Auto Theft,031,1
2014-02-26,2014-02-26,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",Auto Theft,046,0
2014-02-26,2014-02-26,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Auto Theft,062,0
2014-02-26,2006-01-01,D41,"Apartment (Rooming House, Condo)",Assault,126,2978
2014-02-26,2014-02-26,D23,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,001,0
2014-02-26,2014-02-26,D23,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,001,0
2014-02-26,2014-02-26,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,130,0
2014-02-26,2014-02-26,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Auto Theft,016,0
2014-02-26,2014-02-26,D23,"Apartment (Rooming House, Condo)",Assault,001,0
2014-02-26,2014-02-20,D43,"Construction Site (Warehouse, Trailer, Shed)",Theft Over,139,6
2014-02-26,2014-02-26,D13,"Apartment (Rooming House, Condo)",Break and Enter,031,0
2014-02-26,2014-02-26,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,053,0
2014-02-26,2014-02-19,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Auto Theft,032,7
2014-02-26,2014-02-26,D43,"Bank And Other Financial Institutions (Money Mart, Tsx)",Robbery,156,0
2014-02-26,2014-02-26,D22,"Apartment (Rooming House, Condo)",Break and Enter,161,0
2014-02-26,2014-02-26,D43,"Bank And Other Financial Institutions (Money Mart, Tsx)",Robbery,156,0
2014-02-26,2014-02-26,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,039,0
2014-02-26,2014-02-26,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,010,0
2014-02-27,2014-02-27,D41,"Apartment (Rooming House, Condo)",Assault,120,0
2014-02-27,2014-02-27,D32,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,036,0
2014-02-27,2014-02-27,D52,Ttc Street Car,Assault,170,0
2014-02-27,2014-02-27,D54,"Apartment (Rooming House, Condo)",Assault,061,0
2014-02-27,2013-10-16,D51,Bar / Restaurant,Assault,073,134
2014-02-27,2014-02-27,D13,"Apartment (Rooming House, Condo)",Assault,171,0
2014-02-27,2014-02-26,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,102,1
2014-02-27,2014-02-27,D42,Bar / Restaurant,Assault,118,0
