REPORT_DATE,OCC_DATE,DIVISION,LOCATION_TYPE,MCI_CATEGORY,HOOD_158,DATE_DIFF
2014-01-01,2014-01-01,D13,"Apartment (Rooming House, Condo)",Assault,092,0
2014-01-01,2013-12-31,D55,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Break and Enter,070,1
2014-01-01,2014-01-01,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Robbery,078,0
2014-01-01,2013-12-31,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,158,1
2014-01-01,2014-01-01,D14,Bar / Restaurant,Break and Enter,081,0
2014-01-01,2014-01-01,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,036,0
2014-01-01,2014-01-01,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Break and Enter,085,0
2014-01-01,2014-01-01,D54,Bar / Restaurant,Break and Enter,054,0
2014-01-01,2014-01-01,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Break and Enter,170,0
2014-01-01,2014-01-01,D41,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Break and Enter,122,0
2014-01-01,2014-01-01,D32,"Apartment (Rooming House, Condo)",Break and Enter,037,0
2014-01-01,2014-01-01,D43,"Apartment (Rooming House, Condo)",Break and Enter,136,0
2014-01-01,2014-01-01,D12,"Apartment (Rooming House, Condo)",Assault,115,0
2014-01-01,2014-01-01,D53,"Apartment (Rooming House, Condo)",Break and Enter,095,0
2014-01-01,2013-12-30,D33,"Apartment (Rooming House, Condo)",Break and Enter,052,2
2014-01-01,2014-01-01,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,124,0
2014-01-01,2014-01-01,D43,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Break and Enter,156,0
2014-01-01,2014-01-01,D43,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Theft Over,156,0
2014-01-01,2014-01-01,D12,"Apartment (Rooming House, Condo)",Robbery,113,0
2014-01-01,2014-01-01,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,095,0
2014-01-01,2014-01-01,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Robbery,167,0
2014-01-01,2013-12-31,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,144,1
2014-01-01,2014-01-01,D12,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,111,0
2014-01-01,2014-01-01,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,164,0
2014-01-01,2014-01-01,D14,"Apartment (Rooming House, Condo)",Assault,085,0
2014-01-01,2013-12-31,D52,Bar / Restaurant,Assault,164,1
2014-01-01,2013-12-31,D52,Bar / Restaurant,Assault,164,1
2014-01-01,2014-01-01,D14,Ttc Subway Station,Assault,095,0
2014-01-01,2013-12-31,D52,Ttc Subway Train,Assault,170,1
2014-01-01,2014-01-01,D32,"Apartment (Rooming House, Condo)",Assault,037,0
2014-01-01,2014-01-01,D54,"Apartment (Rooming House, Condo)",Assault,061,0
2014-01-01,2014-01-01,D52,"Apartment (Rooming House, Condo)",Assault,078,0
2014-01-01,2014-01-01,D12,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,113,0
2014-01-01,2014-01-01,D54,Bar / Restaurant,Assault,059,0
2014-01-01,2014-01-01,D53,"Apartment (Rooming House, Condo)",Assault,174,0
2014-01-01,2014-01-01,D22,"Apartment (Rooming House, Condo)",Assault,011,0
2014-01-01,2014-01-01,D42,"Gas Station (Self, Full, Attached Convenience)",Assault,130,0
2014-01-01,2013-12-29,D33,"Apartment (Rooming House, Condo)",Assault,150,3
2014-01-01,2013-12-31,D33,"Apartment (Rooming House, Condo)",Auto Theft,043,1
2014-01-01,2014-01-01,D43,"Streets, Roads, Highways (Bicycle Path, Private Road)",Auto Theft,123,0
2014-01-01,2014-01-01,D22,"Apartment (Rooming House, Condo)",Assault,160,0
2014-01-01,2013-12-25,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Auto Theft,159,7
2014-01-01,2014-01-01,D54,"Open Areas (Lakes, Parks, Rivers)",Assault,058,0
2014-01-01,2014-01-01,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,037,0
2014-01-01,2014-01-01,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,084,0
2014-01-01,2014-01-01,D32,"Apartment (Rooming House, Condo)",Assault,151,0
2014-01-01,2014-01-01,D43,"Parking Lots (Apt., Commercial Or Non-Commercial)",Assault,142,0
2014-01-01,2014-01-01,D41,"Apartment (Rooming House, Condo)",Assault,120,0
2014-01-01,2014-01-01,D14,"Apartment (Rooming House, Condo)",Assault,085,0
2014-01-01,2012-03-01,D41,"Apartment (Rooming House, Condo)",Assault,120,671
2014-01-01,2014-01-01,D31,"Apartment (Rooming House, Condo)",Assault,155,0
2014-01-01,2014-01-01,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,136,0
2014-01-01,2014-01-01,D32,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,105,0
2014-01-01,2014-01-01,D51,"Apartment (Rooming House, Condo)",Assault,074,0
2014-01-01,2014-01-01,D52,Bar / Restaurant,Assault,164,0
2014-01-01,2013-12-31,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,144,1
2014-01-01,2014-01-01,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,141,0
2014-01-01,2014-01-01,D22,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Assault,020,0
2014-01-01,2014-01-01,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,172,0
2014-01-01,2014-01-01,D43,Go Train,Assault,143,0
2014-01-01,2014-01-01,D43,Go Train,Assault,143,0
2014-01-01,2013-12-26,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Break and Enter,165,6
2014-01-01,2014-01-01,D53,Bar / Restaurant,Assault,055,0
2014-01-01,2014-01-01,D53,Bar / Restaurant,Assault,055,0
2014-01-01,2014-01-01,D53,Bar / Restaurant,Assault,095,0
2014-01-01,2014-01-01,D14,Bar / Restaurant,Assault,081,0
2014-01-01,2014-01-01,D14,Bar / Restaurant,Assault,081,0
2014-01-01,2014-01-01,D14,"Apartment (Rooming House, Condo)",Assault,080,0
2014-01-01,2014-01-01,D14,Bar / Restaurant,Assault,084,0
2014-01-01,2014-01-01,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,100,0
2014-01-01,2014-01-01,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,078,0
2014-01-01,2014-01-01,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,170,0
2014-01-01,2014-01-01,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,100,0
2014-01-01,2014-01-01,D13,"Apartment (Rooming House, Condo)",Assault,107,0
2014-01-01,2014-01-01,D43,"Apartment (Rooming House, Condo)",Assault,135,0
2014-01-01,2013-12-31,D32,Bar / Restaurant,Assault,027,1
2014-01-01,2014-01-01,D31,"Apartment (Rooming House, Condo)",Assault,027,0
2014-01-01,2014-01-01,D41,"Apartment (Rooming House, Condo)",Assault,125,0
2014-01-01,2014-01-01,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,091,0
2014-01-01,2014-01-01,D31,"Apartment (Rooming House, Condo)",Assault,024,0
2014-01-01,2014-01-01,D55,"Apartment (Rooming House, Condo)",Assault,069,0
2014-01-01,2014-01-01,D53,Ttc Subway Station,Assault,098,0
2014-01-01,2014-01-01,NSA,"Streets, Roads, Highways (Bicycle Path, Private Road)",Robbery,NSA,0
2014-01-01,2014-01-01,NSA,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,NSA,0
2014-01-01,2014-01-01,NSA,"Streets, Roads, Highways (Bicycle Path, Private Road)",Robbery,NSA,0
2014-01-01,2014-01-01,D52,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Assault,170,0
2014-01-01,2014-01-01,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,081,0
2014-01-01,2014-01-01,D54,"Apartment (Rooming House, Condo)",Assault,061,0
2014-01-01,1998-06-01,D32,"Apartment (Rooming House, Condo)",Assault,038,5693
2014-01-01,2014-01-01,D33,"Apartment (Rooming House, Condo)",Assault,048,0
2014-01-01,2014-01-01,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,072,0
2014-01-01,2014-01-01,D53,Bar / Restaurant,Assault,095,0
2014-01-01,2014-01-01,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,166,0
2014-01-01,2014-01-01,D54,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,054,0
2014-01-01,2014-01-01,D13,Retirement Home,Assault,094,0
2014-01-01,2014-01-01,D13,Retirement Home,Assault,094,0
2014-01-01,2014-01-01,NSA,"Streets, Roads, Highways (Bicycle Path, Private Road)",Theft Over,NSA,0
2014-01-01,2014-01-01,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,068,0
2014-01-01,2014-01-01,D31,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Assault,154,0
2014-01-01,2013-12-31,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Break and Enter,121,1
2014-01-01,2014-01-01,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Break and Enter,071,0
2014-01-01,2014-01-01,D51,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Break and Enter,070,0
2014-01-01,2014-01-01,D54,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,066,0
2014-01-01,2014-01-01,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Break and Enter,126,0
2014-01-01,2014-01-01,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,136,0
2014-01-02,2013-12-30,D41,Bar / Restaurant,Assault,119,3
2014-01-02,2014-01-01,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Break and Enter,078,1
2014-01-02,2014-01-01,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Assault,126,1
2014-01-02,2014-01-02,D55,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Theft Over,070,0
2014-01-02,2014-01-02,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,108,0
2014-01-02,2014-01-02,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,108,0
2014-01-02,2013-06-27,D55,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Assault,063,189
2014-01-02,2014-01-02,D33,"Apartment (Rooming House, Condo)",Assault,042,0
2014-01-02,2014-01-02,D43,"Apartment (Rooming House, Condo)",Assault,138,0
2014-01-02,2013-12-31,D41,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Robbery,119,2
2014-01-02,2014-01-01,D43,"Parking Lots (Apt., Commercial Or Non-Commercial)",Assault,141,1
2014-01-02,2014-01-02,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,041,0
2014-01-02,2014-01-02,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,NSA,0
2014-01-02,2014-01-01,D41,"Apartment (Rooming House, Condo)",Assault,124,1
2014-01-02,2014-01-02,D51,"Apartment (Rooming House, Condo)",Assault,073,0
2014-01-02,2014-01-01,D32,"Apartment (Rooming House, Condo)",Break and Enter,032,1
2014-01-02,2013-12-23,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Break and Enter,016,10
2014-01-02,2013-12-24,D32,"Apartment (Rooming House, Condo)",Theft Over,151,9
2014-01-02,2014-01-02,D33,"Parking Lots (Apt., Commercial Or Non-Commercial)",Robbery,047,0
2014-01-02,2014-01-02,D33,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Theft Over,047,0
2014-01-02,2014-01-02,D12,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,028,0
2014-01-02,2014-01-02,D12,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,028,0
2014-01-02,2014-01-02,D33,"Apartment (Rooming House, Condo)",Break and Enter,047,0
2014-01-02,2014-01-02,D33,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Break and Enter,052,0
2014-01-02,2014-01-02,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Break and Enter,085,0
2014-01-02,2014-01-02,D12,"Apartment (Rooming House, Condo)",Assault,111,0
2014-01-02,2014-01-02,D13,"Apartment (Rooming House, Condo)",Break and Enter,092,0
2014-01-02,2013-12-31,D33,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Break and Enter,052,2
2014-01-02,2013-12-24,D32,"Apartment (Rooming House, Condo)",Break and Enter,153,9
2014-01-02,2014-01-02,D54,"Streets, Roads, Highways (Bicycle Path, Private Road)",Auto Theft,060,0
2014-01-02,2014-01-02,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,141,0
2014-01-02,2014-01-02,D54,"Apartment (Rooming House, Condo)",Break and Enter,044,0
2014-01-02,2014-01-02,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",Auto Theft,129,0
2014-01-02,2014-01-01,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Auto Theft,002,1
2014-01-02,2013-12-31,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,143,2
2014-01-02,2014-01-01,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Auto Theft,009,1
2014-01-02,2014-01-01,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,158,1
2014-01-02,2014-01-02,D13,"Apartment (Rooming House, Condo)",Break and Enter,108,0
2014-01-02,2013-12-31,D33,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Break and Enter,052,2
2014-01-02,2014-01-02,D33,"Apartment (Rooming House, Condo)",Break and Enter,047,0
2014-01-02,2014-01-02,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,126,0
2014-01-02,2014-01-02,D41,"Apartment (Rooming House, Condo)",Break and Enter,119,0
2014-01-02,2014-01-02,D33,"Apartment (Rooming House, Condo)",Break and Enter,047,0
2014-01-02,2013-05-01,D51,"Apartment (Rooming House, Condo)",Assault,073,246
2014-01-02,2014-01-01,D14,Bar / Restaurant,Assault,078,1
2014-01-02,2014-01-01,D14,Bar / Restaurant,Assault,078,1
2014-01-02,2014-01-02,D13,"Apartment (Rooming House, Condo)",Assault,107,0
2014-01-02,2014-01-02,D13,"Apartment (Rooming House, Condo)",Assault,107,0
2014-01-02,2014-01-02,D14,"Apartment (Rooming House, Condo)",Break and Enter,163,0
2014-01-02,2014-01-02,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Robbery,146,0
2014-01-02,2014-01-01,D22,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Break and Enter,018,1
2014-01-02,2014-01-01,D14,"Apartment (Rooming House, Condo)",Assault,083,1
2014-01-02,2013-05-01,D51,"Apartment (Rooming House, Condo)",Assault,073,246
2014-01-02,2014-01-02,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,168,0
2014-01-02,2014-01-02,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,168,0
2014-01-02,2014-01-02,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,141,0
2014-01-02,2013-12-31,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,087,2
2014-01-02,2013-12-30,NSA,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Break and Enter,NSA,3
2014-01-02,2014-01-02,NSA,"Streets, Roads, Highways (Bicycle Path, Private Road)",Robbery,NSA,0
2014-01-02,2014-01-02,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,168,0
2014-01-02,2014-01-02,D22,"Apartment (Rooming House, Condo)",Assault,013,0
2014-01-02,2014-01-02,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,141,0
2014-01-02,2014-01-01,D54,"Apartment (Rooming House, Condo)",Assault,044,1
2014-01-02,2014-01-02,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,142,0
2014-01-02,2014-01-01,D51,Bar / Restaurant,Assault,167,1
2014-01-02,2014-01-02,D54,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,067,0
2014-01-02,2014-01-02,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Assault,098,0
2014-01-02,2014-01-02,D41,"Parking Lots (Apt., Commercial Or Non-Commercial)",Robbery,120,0
2014-01-02,2014-01-02,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Break and Enter,095,0
2014-01-02,2013-11-21,D41,Schools During Supervised Activity,Assault,121,42
2014-01-03,2014-01-03,D12,"Open Areas (Lakes, Parks, Rivers)",Assault,028,0
2014-01-03,2014-01-03,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Break and Enter,056,0
2014-01-03,2014-01-02,D33,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Assault,046,1
2014-01-03,2014-01-02,D42,Unknown,Assault,146,1
2014-01-03,2014-01-03,D22,Convenience Stores,Robbery,158,0
2014-01-03,2014-01-03,D11,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Break and Enter,083,0
2014-01-03,2014-01-03,D11,"Apartment (Rooming House, Condo)",Break and Enter,086,0
2014-01-03,2014-01-03,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,148,0
2014-01-03,2014-01-02,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Auto Theft,025,1
2014-01-03,2014-01-03,D51,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Assault,073,0
2014-01-03,2014-01-03,D43,"Parking Lots (Apt., Commercial Or Non-Commercial)",Auto Theft,156,0
2014-01-03,2014-01-03,D33,"Parking Lots (Apt., Commercial Or Non-Commercial)",Auto Theft,042,0
2014-01-03,2014-01-03,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,146,0
2014-01-03,2014-01-02,D31,"Streets, Roads, Highways (Bicycle Path, Private Road)",Auto Theft,025,1
2014-01-03,2014-01-03,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,171,0
2014-01-03,2014-01-03,D22,"Open Areas (Lakes, Parks, Rivers)",Assault,019,0
2014-01-03,2014-01-03,D22,"Apartment (Rooming House, Condo)",Assault,159,0
2014-01-03,2014-01-03,D31,"Apartment (Rooming House, Condo)",Assault,027,0
2014-01-03,2014-01-03,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,148,0
2014-01-03,2014-01-02,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Break and Enter,074,1
2014-01-03,2014-01-02,D41,Jails / Detention Centres,Assault,120,1
2014-01-03,2013-12-24,D23,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Robbery,001,10
2014-01-03,2014-01-03,D43,"Apartment (Rooming House, Condo)",Assault,136,0
2014-01-03,2014-01-03,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Theft Over,055,0
2014-01-03,2014-01-03,D43,"Parking Lots (Apt., Commercial Or Non-Commercial)",Auto Theft,156,0
2014-01-03,2014-01-03,D42,Bar / Restaurant,Assault,130,0
2014-01-03,2013-12-20,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",Auto Theft,157,14
2014-01-03,2014-01-02,D54,"Apartment (Rooming House, Condo)",Auto Theft,054,1
2014-01-03,2014-01-02,D51,Convenience Stores,Break and Enter,074,1
2014-01-03,2014-01-02,D42,"Apartment (Rooming House, Condo)",Assault,116,1
2014-01-03,2014-01-03,NSA,"Bank And Other Financial Institutions (Money Mart, Tsx)",Robbery,NSA,0
2014-01-03,2014-01-03,D33,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Break and Enter,042,0
2014-01-03,2013-12-31,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Theft Over,081,3
2014-01-03,2014-01-03,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Assault,025,0
2014-01-03,2014-01-03,D12,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,029,0
2014-01-03,2014-01-03,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,133,0
2014-01-03,2014-01-03,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,062,0
2014-01-03,2014-01-03,D22,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,019,0
2014-01-03,2014-01-03,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,164,0
2014-01-03,2013-12-19,D53,"Apartment (Rooming House, Condo)",Break and Enter,095,15
2014-01-03,2014-01-03,D43,"Bank And Other Financial Institutions (Money Mart, Tsx)",Robbery,143,0
2014-01-03,2014-01-02,D33,"Apartment (Rooming House, Condo)",Break and Enter,149,1
2014-01-03,2014-01-03,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Break and Enter,095,0
2014-01-03,2014-01-03,D13,"Apartment (Rooming House, Condo)",Assault,106,0
2014-01-03,2013-12-31,D14,"Apartment (Rooming House, Condo)",Break and Enter,081,3
2014-01-03,2014-01-03,D11,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Break and Enter,089,0
2014-01-03,2014-01-03,D11,"Apartment (Rooming House, Condo)",Assault,086,0
2014-01-03,2013-01-03,D23,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Assault,NSA,365
2014-01-03,2014-01-03,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,163,0
2014-01-03,2013-12-18,D14,"Apartment (Rooming House, Condo)",Break and Enter,163,16
2014-01-03,2014-01-03,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Break and Enter,170,0
2014-01-03,2014-01-03,D54,"Apartment (Rooming House, Condo)",Assault,061,0
2014-01-03,2014-01-03,D22,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,019,0
2014-01-03,2014-01-03,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,102,0
2014-01-03,2014-01-03,D52,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Theft Over,170,0
2014-01-03,2014-01-03,D32,"Apartment (Rooming House, Condo)",Break and Enter,035,0
2014-01-04,2014-01-04,D43,"Apartment (Rooming House, Condo)",Assault,136,0
2014-01-04,2014-01-04,D23,"Apartment (Rooming House, Condo)",Assault,006,0
2014-01-04,2014-01-04,D23,"Apartment (Rooming House, Condo)",Assault,002,0
2014-01-04,2014-01-04,D42,"Apartment (Rooming House, Condo)",Assault,128,0
2014-01-04,2014-01-04,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,128,0
2014-01-04,2014-01-04,D11,"Apartment (Rooming House, Condo)",Assault,171,0
2014-01-04,2013-11-27,D53,"Apartment (Rooming House, Condo)",Assault,102,38
2014-01-04,2014-01-04,D51,"Apartment (Rooming House, Condo)",Robbery,074,0
2014-01-04,2014-01-04,D31,"Apartment (Rooming House, Condo)",Assault,024,0
2014-01-04,2014-01-04,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Assault,022,0
2014-01-04,2014-01-04,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,123,0
2014-01-04,2014-01-04,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Assault,031,0
2014-01-04,2014-01-04,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Assault,170,0
2014-01-04,2014-01-04,D22,"Apartment (Rooming House, Condo)",Assault,160,0
2014-01-04,2014-01-04,D43,"Apartment (Rooming House, Condo)",Assault,138,0
2014-01-04,2014-01-04,D11,Bar / Restaurant,Assault,088,0
2014-01-04,2014-01-04,D11,Bar / Restaurant,Assault,088,0
2014-01-04,2014-01-04,D12,"Apartment (Rooming House, Condo)",Assault,112,0
2014-01-04,2014-01-04,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,134,0
2014-01-04,2014-01-04,D53,"Apartment (Rooming House, Condo)",Assault,173,0
2014-01-04,2014-01-04,D32,"Apartment (Rooming House, Condo)",Assault,151,0
2014-01-04,2013-12-30,D14,Bar / Restaurant,Assault,164,5
2014-01-04,2014-01-04,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Assault,170,0
2014-01-04,2014-01-04,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,152,0
2014-01-04,2014-01-04,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",Auto Theft,152,0
2014-01-04,2014-01-04,D32,"Apartment (Rooming House, Condo)",Assault,151,0
2014-01-04,2014-01-04,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Assault,084,0
2014-01-04,2014-01-04,D31,"Apartment (Rooming House, Condo)",Assault,024,0
2014-01-04,2014-01-04,D14,Convenience Stores,Robbery,162,0
2014-01-04,2013-12-30,D31,"Apartment (Rooming House, Condo)",Assault,027,5
2014-01-04,2014-01-04,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Assault,159,0
2014-01-04,2014-01-04,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",Assault,107,0
2014-01-04,2014-01-04,D54,"Group Homes (Non-Profit, Halfway House, Social Agency)",Assault,057,0
2014-01-04,2014-01-04,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,096,0
2014-01-04,2014-01-04,D31,Bar / Restaurant,Assault,155,0
2014-01-04,2014-01-04,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",Break and Enter,095,0
2014-01-04,2014-01-04,D43,"Apartment (Rooming House, Condo)",Assault,138,0
2014-01-04,2014-01-04,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Auto Theft,021,0
2014-01-04,2014-01-03,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Auto Theft,027,1
2014-01-04,2014-01-04,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Assault,159,0
2014-01-04,2014-01-04,D31,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Assault,154,0
2014-01-04,2014-01-04,D31,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Assault,154,0
2014-01-04,2014-01-04,D12,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Assault,113,0
2014-01-04,2014-01-01,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Theft Over,081,3
2014-01-04,2014-01-04,D51,Bar / Restaurant,Break and Enter,168,0
2014-01-04,2014-01-04,D55,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Assault,NSA,0
2014-01-04,2013-01-04,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Robbery,068,365
2014-01-04,2014-01-04,D23,"Apartment (Rooming House, Condo)",Assault,002,0
2014-01-04,2014-01-04,NSA,Bar / Restaurant,Robbery,NSA,0
2014-01-04,2014-01-03,D53,"Parking Lots (Apt., Commercial Or Non-Commercial)",Auto Theft,055,1
2014-01-04,2014-01-03,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Break and Enter,168,1
2014-01-04,2014-01-03,D53,"Parking Lots (Apt., Commercial Or Non-Commercial)",Auto Theft,055,1
